scam_type,sender_state,complaint_status,bank_id,complaint_count,total_loss,avg_loss,min_loss,max_loss,avg_resolution_days,min_resolution_days,max_resolution_days,affected_users,linked_txns,total_loss_lakhs,avg_loss_k
INVESTMENT,West Bengal,RESOLVED,INDUS010,1,5000.0,5000.0,5000.0,5000.0,79.0,79.0,79.0,1,1,0.05,5.0
JOB,Telangana,OPEN,SBI001,3,8476.039999999999,2825.3466666666664,709.85,5767.83,,,,3,3,0.08,2.83
INVESTMENT,Rajasthan,OPEN,UNION009,1,21500.0,21500.0,21500.0,21500.0,,,,1,1,0.22,21.5
TECH_SUPPORT,West Bengal,OPEN,PNB006,3,13289.66,4429.886666666666,1200.0,6089.66,,,,3,3,0.13,4.43
KYC,Telangana,ESCALATED,PNB006,3,3058.16,1019.3866666666667,658.16,1300.0,,,,3,3,0.03,1.02
KYC,Telangana,RESOLVED,CANARA008,4,10547.65,2636.9125,800.0,5000.0,51.25,14.0,80.0,4,4,0.11,2.64
KYC,Maharashtra,OPEN,HDFC002,11,23579.16,2143.56,627.04,5000.0,,,,11,11,0.24,2.14
INVESTMENT,Delhi,RESOLVED,BOB007,2,10400.0,5200.0,5000.0,5400.0,58.5,44.0,73.0,2,2,0.1,5.2
IMPERSONATION,Delhi,OPEN,INDUS010,3,22281.0,7427.0,3000.0,13129.04,,,,3,3,0.22,7.43
TECH_SUPPORT,Telangana,RESOLVED,SBI001,3,7645.030000000001,2548.3433333333337,1700.0,3888.77,28.0,17.0,43.0,3,3,0.08,2.55
IMPERSONATION,Arunachal Pradesh,OPEN,HDFC002,1,2000.0,2000.0,2000.0,2000.0,,,,1,1,0.02,2.0
LOTTERY,Tamil Nadu,RESOLVED,PNB006,4,20000.0,5000.0,2300.0,6900.0,56.25,28.0,88.0,4,4,0.2,5.0
TECH_SUPPORT,Delhi,ESCALATED,CANARA008,1,3800.0,3800.0,3800.0,3800.0,,,,1,1,0.04,3.8
TECH_SUPPORT,Andhra Pradesh,RESOLVED,KOTAK005,2,11518.42,5759.21,2118.42,9400.0,75.0,72.0,78.0,2,2,0.12,5.76
JOB,Delhi,RESOLVED,BOB007,2,8000.0,4000.0,3500.0,4500.0,17.0,3.0,31.0,2,2,0.08,4.0
TECH_SUPPORT,Tamil Nadu,ESCALATED,PNB006,5,24263.96,4852.7919999999995,2388.66,9509.1,,,,5,5,0.24,4.85
TECH_SUPPORT,Tamil Nadu,OPEN,BOB007,2,4510.0,2255.0,1227.88,3282.12,,,,2,2,0.05,2.26
INVESTMENT,West Bengal,OPEN,SBI001,3,38589.39,12863.13,5000.0,28400.0,,,,3,3,0.39,12.86
LOTTERY,Telangana,ESCALATED,INDUS010,2,8024.55,4012.275,1000.0,7024.55,,,,2,2,0.08,4.01
INVESTMENT,Maharashtra,OPEN,PNB006,1,29200.0,29200.0,29200.0,29200.0,,,,1,1,0.29,29.2
LOTTERY,Maharashtra,OPEN,CANARA008,6,101201.65,16866.941666666666,1600.0,25000.0,,,,6,6,1.01,16.87
IMPERSONATION,Bihar,OPEN,CANARA008,2,23087.4,11543.7,6165.5,16921.9,,,,2,2,0.23,11.54
IMPERSONATION,Uttar Pradesh,ESCALATED,CANARA008,1,13187.81,13187.81,13187.81,13187.81,,,,1,1,0.13,13.19
JOB,Odisha,RESOLVED,KOTAK005,1,5240.17,5240.17,5240.17,5240.17,52.0,52.0,52.0,1,1,0.05,5.24
LEGITIMATE,Madhya Pradesh,RESOLVED,SBI001,2,9331.18,4665.59,3555.05,5776.13,7.0,3.0,11.0,2,2,0.09,4.67
INVESTMENT,Gujarat,OPEN,UNION009,1,6600.0,6600.0,6600.0,6600.0,,,,1,1,0.07,6.6
INVESTMENT,Tripura,RESOLVED,BOB007,1,5218.22,5218.22,5218.22,5218.22,83.0,83.0,83.0,1,1,0.05,5.22
EMERGENCY,Gujarat,RESOLVED,KOTAK005,1,29400.0,29400.0,29400.0,29400.0,48.0,48.0,48.0,1,1,0.29,29.4
JOB,Tamil Nadu,OPEN,AXIS004,1,8000.0,8000.0,8000.0,8000.0,,,,1,1,0.08,8.0
LOTTERY,Uttar Pradesh,OPEN,UNION009,3,18250.730000000003,6083.576666666668,1003.2,10147.53,,,,3,3,0.18,6.08
IMPERSONATION,Jharkhand,OPEN,INDUS010,1,2937.99,2937.99,2937.99,2937.99,,,,1,1,0.03,2.94
LOTTERY,Himachal Pradesh,ESCALATED,KOTAK005,1,2094.33,2094.33,2094.33,2094.33,,,,1,1,0.02,2.09
JOB,Kerala,OPEN,KOTAK005,2,9342.39,4671.195,1342.39,8000.0,,,,2,2,0.09,4.67
INVESTMENT,Uttar Pradesh,OPEN,PNB006,1,15141.33,15141.33,15141.33,15141.33,,,,1,1,0.15,15.14
LOTTERY,Uttar Pradesh,RESOLVED,ICICI003,2,6746.02,3373.01,1000.0,5746.02,58.5,52.0,65.0,2,2,0.07,3.37
LOTTERY,Himachal Pradesh,RESOLVED,HDFC002,1,4900.0,4900.0,4900.0,4900.0,78.0,78.0,78.0,1,1,0.05,4.9
KYC,Manipur,RESOLVED,UNION009,1,1872.0,1872.0,1872.0,1872.0,77.0,77.0,77.0,1,1,0.02,1.87
KYC,Gujarat,OPEN,CANARA008,4,16020.0,4005.0,2420.0,5000.0,,,,4,4,0.16,4.01
KYC,West Bengal,OPEN,SBI001,3,8445.92,2815.306666666667,500.0,5000.0,,,,3,3,0.08,2.82
KYC,Telangana,ESCALATED,ICICI003,1,2862.09,2862.09,2862.09,2862.09,,,,1,1,0.03,2.86
TECH_SUPPORT,Andhra Pradesh,RESOLVED,INDUS010,2,5500.0,2750.0,1300.0,4200.0,40.5,32.0,49.0,2,2,0.06,2.75
KYC,Andhra Pradesh,OPEN,CANARA008,3,3518.87,1172.9566666666667,500.0,2342.11,,,,3,3,0.04,1.17
KYC,Tamil Nadu,ESCALATED,PNB006,4,3827.95,956.9875,500.0,1886.75,,,,4,4,0.04,0.96
LOTTERY,Rajasthan,OPEN,HDFC002,1,4100.0,4100.0,4100.0,4100.0,,,,1,1,0.04,4.1
INVESTMENT,Haryana,OPEN,KOTAK005,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
LOTTERY,Mizoram,ESCALATED,AXIS004,1,2996.7,2996.7,2996.7,2996.7,,,,1,1,0.03,3.0
JOB,Tamil Nadu,OPEN,PNB006,1,1374.47,1374.47,1374.47,1374.47,,,,1,1,0.01,1.37
LOTTERY,Goa,OPEN,ICICI003,1,10100.0,10100.0,10100.0,10100.0,,,,1,1,0.1,10.1
LOTTERY,Andhra Pradesh,OPEN,UNION009,3,70136.27,23378.756666666668,20136.27,25000.0,,,,3,3,0.7,23.38
IMPERSONATION,Madhya Pradesh,ESCALATED,CANARA008,1,4739.21,4739.21,4739.21,4739.21,,,,1,1,0.05,4.74
IMPERSONATION,Gujarat,OPEN,BOB007,1,28200.0,28200.0,28200.0,28200.0,,,,1,1,0.28,28.2
LEGITIMATE,Rajasthan,OPEN,AXIS004,2,1219.37,609.685,465.73,753.64,,,,2,2,0.01,0.61
IMPERSONATION,West Bengal,OPEN,KOTAK005,1,3037.94,3037.94,3037.94,3037.94,,,,1,1,0.03,3.04
LEGITIMATE,Karnataka,OPEN,UNION009,5,43335.46,8667.092,143.76,24927.67,,,,5,5,0.43,8.67
LEGITIMATE,Gujarat,OPEN,INDUS010,1,582.55,582.55,582.55,582.55,,,,1,1,0.01,0.58
EMERGENCY,West Bengal,OPEN,UNION009,1,8600.0,8600.0,8600.0,8600.0,,,,1,1,0.09,8.6
TECH_SUPPORT,Uttar Pradesh,OPEN,KOTAK005,2,4814.23,2407.115,1514.23,3300.0,,,,2,2,0.05,2.41
IMPERSONATION,Rajasthan,RESOLVED,HDFC002,1,8845.09,8845.09,8845.09,8845.09,64.0,64.0,64.0,1,1,0.09,8.85
TECH_SUPPORT,Delhi,RESOLVED,UNION009,2,3400.0,1700.0,1200.0,2200.0,73.5,69.0,78.0,2,2,0.03,1.7
JOB,Tamil Nadu,OPEN,KOTAK005,1,1500.0,1500.0,1500.0,1500.0,,,,1,1,0.02,1.5
KYC,Uttarakhand,RESOLVED,SBI001,1,2271.11,2271.11,2271.11,2271.11,65.0,65.0,65.0,1,1,0.02,2.27
LOTTERY,Delhi,RESOLVED,ICICI003,2,26953.55,13476.775,11700.0,15253.55,28.0,11.0,45.0,2,2,0.27,13.48
TECH_SUPPORT,Maharashtra,ESCALATED,KOTAK005,1,1700.0,1700.0,1700.0,1700.0,,,,1,1,0.02,1.7
LOTTERY,Uttarakhand,OPEN,BOB007,2,31400.0,15700.0,6400.0,25000.0,,,,2,2,0.31,15.7
KYC,Madhya Pradesh,OPEN,PNB006,5,11516.89,2303.3779999999997,787.95,5000.0,,,,5,5,0.12,2.3
TECH_SUPPORT,West Bengal,ESCALATED,BOB007,1,1800.0,1800.0,1800.0,1800.0,,,,1,1,0.02,1.8
IMPERSONATION,Andhra Pradesh,OPEN,AXIS004,3,67498.41,22499.47,9622.4,29276.01,,,,3,3,0.67,22.5
LEGITIMATE,Himachal Pradesh,RESOLVED,HDFC002,1,256.59,256.59,256.59,256.59,29.0,29.0,29.0,1,1,0.0,0.26
JOB,Telangana,OPEN,KOTAK005,2,5716.8099999999995,2858.4049999999997,2358.16,3358.65,,,,2,2,0.06,2.86
JOB,Bihar,OPEN,BOB007,1,2992.12,2992.12,2992.12,2992.12,,,,1,1,0.03,2.99
TECH_SUPPORT,Gujarat,OPEN,ICICI003,1,2331.03,2331.03,2331.03,2331.03,,,,1,1,0.02,2.33
KYC,Madhya Pradesh,ESCALATED,UNION009,2,3027.41,1513.705,1400.0,1627.41,,,,2,2,0.03,1.51
TECH_SUPPORT,Telangana,OPEN,AXIS004,2,14024.49,7012.245,5200.0,8824.49,,,,2,2,0.14,7.01
LOTTERY,Maharashtra,RESOLVED,CANARA008,5,41425.37,8285.074,3492.79,11832.58,49.2,3.0,69.0,5,5,0.41,8.29
LEGITIMATE,Rajasthan,ESCALATED,CANARA008,1,20505.78,20505.78,20505.78,20505.78,,,,1,1,0.21,20.51
KYC,Madhya Pradesh,RESOLVED,AXIS004,1,2006.93,2006.93,2006.93,2006.93,3.0,3.0,3.0,1,1,0.02,2.01
LOTTERY,Delhi,ESCALATED,BOB007,1,6700.0,6700.0,6700.0,6700.0,,,,1,1,0.07,6.7
JOB,Kerala,OPEN,PNB006,1,2100.0,2100.0,2100.0,2100.0,,,,1,1,0.02,2.1
JOB,Odisha,RESOLVED,CANARA008,1,5300.0,5300.0,5300.0,5300.0,83.0,83.0,83.0,1,1,0.05,5.3
JOB,Punjab,OPEN,ICICI003,1,3200.0,3200.0,3200.0,3200.0,,,,1,1,0.03,3.2
LEGITIMATE,Andhra Pradesh,OPEN,PNB006,1,289.59,289.59,289.59,289.59,,,,1,1,0.0,0.29
JOB,Manipur,OPEN,UNION009,1,4900.0,4900.0,4900.0,4900.0,,,,1,1,0.05,4.9
KYC,Nagaland,OPEN,AXIS004,1,2500.0,2500.0,2500.0,2500.0,,,,1,1,0.03,2.5
KYC,Rajasthan,RESOLVED,HDFC002,1,1537.87,1537.87,1537.87,1537.87,33.0,33.0,33.0,1,1,0.02,1.54
KYC,Andhra Pradesh,ESCALATED,AXIS004,1,1070.39,1070.39,1070.39,1070.39,,,,1,1,0.01,1.07
TECH_SUPPORT,Kerala,ESCALATED,CANARA008,1,1100.0,1100.0,1100.0,1100.0,,,,1,1,0.01,1.1
TECH_SUPPORT,Telangana,OPEN,PNB006,6,21626.5,3604.4166666666665,566.67,10000.0,,,,6,6,0.22,3.6
INVESTMENT,Maharashtra,OPEN,BOB007,3,66594.06,22198.02,14923.32,26200.0,,,,3,3,0.67,22.2
LOTTERY,Uttarakhand,OPEN,UNION009,2,11400.0,5700.0,2600.0,8800.0,,,,2,2,0.11,5.7
LOTTERY,Delhi,OPEN,BOB007,3,33435.979999999996,11145.326666666666,6506.47,15404.63,,,,3,3,0.33,11.15
JOB,Rajasthan,ESCALATED,ICICI003,1,1747.72,1747.72,1747.72,1747.72,,,,1,1,0.02,1.75
LEGITIMATE,Madhya Pradesh,RESOLVED,PNB006,1,1919.07,1919.07,1919.07,1919.07,37.0,37.0,37.0,1,1,0.02,1.92
LEGITIMATE,Madhya Pradesh,OPEN,CANARA008,2,22867.31,11433.655,513.52,22353.79,,,,2,2,0.23,11.43
IMPERSONATION,West Bengal,RESOLVED,KOTAK005,1,18454.76,18454.76,18454.76,18454.76,31.0,31.0,31.0,1,1,0.18,18.45
EMERGENCY,Madhya Pradesh,RESOLVED,SBI001,1,3935.16,3935.16,3935.16,3935.16,82.0,82.0,82.0,1,1,0.04,3.94
LOTTERY,Manipur,OPEN,PNB006,1,3000.0,3000.0,3000.0,3000.0,,,,1,1,0.03,3.0
TECH_SUPPORT,Delhi,OPEN,AXIS004,1,8327.38,8327.38,8327.38,8327.38,,,,1,1,0.08,8.33
JOB,Telangana,ESCALATED,AXIS004,1,2000.0,2000.0,2000.0,2000.0,,,,1,1,0.02,2.0
INVESTMENT,Gujarat,OPEN,SBI001,1,12700.0,12700.0,12700.0,12700.0,,,,1,1,0.13,12.7
TECH_SUPPORT,Punjab,OPEN,SBI001,1,1754.47,1754.47,1754.47,1754.47,,,,1,1,0.02,1.75
LEGITIMATE,Tamil Nadu,RESOLVED,PNB006,2,9709.0,4854.5,190.16,9518.84,21.5,20.0,23.0,2,2,0.1,4.85
LEGITIMATE,Chhattisgarh,OPEN,SBI001,1,938.88,938.88,938.88,938.88,,,,1,1,0.01,0.94
LEGITIMATE,Uttar Pradesh,OPEN,BOB007,1,1435.14,1435.14,1435.14,1435.14,,,,1,1,0.01,1.44
LOTTERY,Madhya Pradesh,ESCALATED,ICICI003,1,9000.0,9000.0,9000.0,9000.0,,,,1,1,0.09,9.0
KYC,Uttarakhand,OPEN,BOB007,2,2312.56,1156.28,1000.0,1312.56,,,,2,2,0.02,1.16
IMPERSONATION,Maharashtra,OPEN,AXIS004,1,2258.39,2258.39,2258.39,2258.39,,,,1,1,0.02,2.26
EMERGENCY,Odisha,OPEN,UNION009,1,10700.0,10700.0,10700.0,10700.0,,,,1,1,0.11,10.7
LEGITIMATE,Rajasthan,OPEN,KOTAK005,2,1193.19,596.595,10.0,1183.19,,,,2,2,0.01,0.6
IMPERSONATION,Madhya Pradesh,RESOLVED,UNION009,2,21033.66,10516.83,6933.66,14100.0,57.0,54.0,60.0,2,2,0.21,10.52
LOTTERY,Haryana,OPEN,PNB006,1,5500.0,5500.0,5500.0,5500.0,,,,1,1,0.06,5.5
LOTTERY,Maharashtra,RESOLVED,UNION009,1,22396.99,22396.99,22396.99,22396.99,88.0,88.0,88.0,1,1,0.22,22.4
INVESTMENT,West Bengal,OPEN,CANARA008,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
LEGITIMATE,Punjab,OPEN,BOB007,1,4749.97,4749.97,4749.97,4749.97,,,,1,1,0.05,4.75
LOTTERY,Punjab,RESOLVED,AXIS004,1,16336.95,16336.95,16336.95,16336.95,50.0,50.0,50.0,1,1,0.16,16.34
IMPERSONATION,Uttar Pradesh,RESOLVED,INDUS010,1,11268.79,11268.79,11268.79,11268.79,68.0,68.0,68.0,1,1,0.11,11.27
TECH_SUPPORT,Punjab,ESCALATED,INDUS010,1,5200.0,5200.0,5200.0,5200.0,,,,1,1,0.05,5.2
KYC,Tamil Nadu,RESOLVED,INDUS010,2,3000.0,1500.0,800.0,2200.0,51.0,23.0,79.0,2,2,0.03,1.5
EMERGENCY,Tamil Nadu,OPEN,UNION009,2,10085.279999999999,5042.639999999999,2000.0,8085.28,,,,2,2,0.1,5.04
KYC,Kerala,OPEN,AXIS004,2,4100.0,2050.0,1100.0,3000.0,,,,2,2,0.04,2.05
LEGITIMATE,Meghalaya,RESOLVED,AXIS004,1,3090.79,3090.79,3090.79,3090.79,48.0,48.0,48.0,1,1,0.03,3.09
KYC,Himachal Pradesh,RESOLVED,SBI001,1,1869.43,1869.43,1869.43,1869.43,77.0,77.0,77.0,1,1,0.02,1.87
KYC,Uttar Pradesh,RESOLVED,HDFC002,1,921.28,921.28,921.28,921.28,22.0,22.0,22.0,1,1,0.01,0.92
JOB,West Bengal,ESCALATED,PNB006,1,2400.0,2400.0,2400.0,2400.0,,,,1,1,0.02,2.4
KYC,Nagaland,RESOLVED,UNION009,1,671.08,671.08,671.08,671.08,33.0,33.0,33.0,1,1,0.01,0.67
EMERGENCY,Tamil Nadu,ESCALATED,KOTAK005,1,39000.0,39000.0,39000.0,39000.0,,,,1,1,0.39,39.0
LOTTERY,Madhya Pradesh,ESCALATED,SBI001,1,6089.73,6089.73,6089.73,6089.73,,,,1,1,0.06,6.09
TECH_SUPPORT,Gujarat,ESCALATED,CANARA008,1,2000.0,2000.0,2000.0,2000.0,,,,1,1,0.02,2.0
EMERGENCY,Madhya Pradesh,OPEN,PNB006,1,5110.36,5110.36,5110.36,5110.36,,,,1,1,0.05,5.11
KYC,Rajasthan,RESOLVED,AXIS004,1,1486.49,1486.49,1486.49,1486.49,36.0,36.0,36.0,1,1,0.01,1.49
TECH_SUPPORT,Gujarat,RESOLVED,UNION009,1,2641.41,2641.41,2641.41,2641.41,18.0,18.0,18.0,1,1,0.03,2.64
LEGITIMATE,Jharkhand,ESCALATED,CANARA008,1,446.89,446.89,446.89,446.89,,,,1,1,0.0,0.45
KYC,Maharashtra,OPEN,SBI001,16,39358.63,2459.914375,500.0,5000.0,,,,16,16,0.39,2.46
JOB,Uttar Pradesh,RESOLVED,SBI001,1,7100.0,7100.0,7100.0,7100.0,81.0,81.0,81.0,1,1,0.07,7.1
KYC,Uttar Pradesh,RESOLVED,KOTAK005,2,4394.37,2197.185,594.37,3800.0,48.5,45.0,52.0,2,2,0.04,2.2
LEGITIMATE,Arunachal Pradesh,RESOLVED,ICICI003,1,703.9,703.9,703.9,703.9,4.0,4.0,4.0,1,1,0.01,0.7
LOTTERY,Rajasthan,ESCALATED,PNB006,1,3700.0,3700.0,3700.0,3700.0,,,,1,1,0.04,3.7
TECH_SUPPORT,Kerala,RESOLVED,KOTAK005,1,3734.87,3734.87,3734.87,3734.87,77.0,77.0,77.0,1,1,0.04,3.73
IMPERSONATION,Tamil Nadu,OPEN,AXIS004,2,7787.24,3893.62,2000.0,5787.24,,,,2,2,0.08,3.89
TECH_SUPPORT,Delhi,RESOLVED,AXIS004,2,6000.0,3000.0,2500.0,3500.0,50.0,14.0,86.0,2,2,0.06,3.0
LOTTERY,Mizoram,ESCALATED,KOTAK005,1,5438.67,5438.67,5438.67,5438.67,,,,1,1,0.05,5.44
KYC,Maharashtra,RESOLVED,PNB006,9,15274.130000000001,1697.1255555555556,700.0,2500.0,40.0,4.0,87.0,9,9,0.15,1.7
TECH_SUPPORT,Kerala,RESOLVED,INDUS010,1,500.0,500.0,500.0,500.0,8.0,8.0,8.0,1,1,0.01,0.5
LEGITIMATE,Maharashtra,RESOLVED,SBI001,1,1429.5,1429.5,1429.5,1429.5,16.0,16.0,16.0,1,1,0.01,1.43
LEGITIMATE,Uttar Pradesh,OPEN,ICICI003,5,11244.51,2248.902,166.22,6152.58,,,,5,5,0.11,2.25
KYC,Jharkhand,RESOLVED,ICICI003,1,572.36,572.36,572.36,572.36,64.0,64.0,64.0,1,1,0.01,0.57
TECH_SUPPORT,Maharashtra,OPEN,ICICI003,6,23597.07,3932.845,622.39,10000.0,,,,6,6,0.24,3.93
JOB,Karnataka,OPEN,PNB006,3,7318.070000000001,2439.356666666667,1918.89,3259.58,,,,3,3,0.07,2.44
KYC,Uttar Pradesh,OPEN,BOB007,5,12805.55,2561.1099999999997,785.9,5000.0,,,,5,5,0.13,2.56
KYC,Karnataka,OPEN,SBI001,17,40619.86,2389.403529411765,500.0,5000.0,,,,17,17,0.41,2.39
LEGITIMATE,Andhra Pradesh,OPEN,SBI001,2,2054.7,1027.35,160.43,1894.27,,,,2,2,0.02,1.03
TECH_SUPPORT,Karnataka,OPEN,ICICI003,4,7354.4400000000005,1838.6100000000001,1019.62,2784.01,,,,4,4,0.07,1.84
LOTTERY,Kerala,OPEN,HDFC002,2,9200.0,4600.0,4600.0,4600.0,,,,2,2,0.09,4.6
TECH_SUPPORT,Karnataka,ESCALATED,INDUS010,2,8541.29,4270.645,2300.0,6241.29,,,,2,2,0.09,4.27
LEGITIMATE,Tamil Nadu,ESCALATED,HDFC002,2,5722.6900000000005,2861.3450000000003,2520.11,3202.58,,,,2,2,0.06,2.86
JOB,Himachal Pradesh,ESCALATED,AXIS004,1,2300.0,2300.0,2300.0,2300.0,,,,1,1,0.02,2.3
LEGITIMATE,Gujarat,ESCALATED,CANARA008,2,3445.06,1722.53,1569.1,1875.96,,,,2,2,0.03,1.72
JOB,Rajasthan,OPEN,SBI001,3,10992.2,3664.066666666667,1128.95,6593.17,,,,3,3,0.11,3.66
INVESTMENT,Maharashtra,OPEN,ICICI003,4,98048.9,24512.225,5000.0,58105.83,,,,4,4,0.98,24.51
IMPERSONATION,Jharkhand,ESCALATED,ICICI003,1,3353.48,3353.48,3353.48,3353.48,,,,1,1,0.03,3.35
KYC,Karnataka,RESOLVED,CANARA008,5,15845.35,3169.07,833.79,5000.0,37.6,16.0,59.0,5,5,0.16,3.17
TECH_SUPPORT,Haryana,OPEN,SBI001,3,14063.75,4687.916666666667,1200.0,7463.75,,,,3,3,0.14,4.69
LEGITIMATE,Delhi,RESOLVED,SBI001,3,6931.43,2310.476666666667,1662.39,3006.47,58.333333333333336,41.0,76.0,3,3,0.07,2.31
LOTTERY,Rajasthan,OPEN,AXIS004,2,15752.87,7876.435,4000.0,11752.87,,,,2,2,0.16,7.88
TECH_SUPPORT,Maharashtra,RESOLVED,INDUS010,1,4743.63,4743.63,4743.63,4743.63,56.0,56.0,56.0,1,1,0.05,4.74
LOTTERY,Telangana,OPEN,ICICI003,3,13483.52,4494.506666666667,2700.0,7232.09,,,,3,3,0.13,4.49
LOTTERY,Goa,OPEN,HDFC002,1,3400.0,3400.0,3400.0,3400.0,,,,1,1,0.03,3.4
LOTTERY,Tamil Nadu,RESOLVED,AXIS004,3,43937.19,14645.730000000001,1800.0,25000.0,59.333333333333336,32.0,84.0,3,3,0.44,14.65
INVESTMENT,Andhra Pradesh,OPEN,BOB007,1,9771.7,9771.7,9771.7,9771.7,,,,1,1,0.1,9.77
KYC,Bihar,ESCALATED,UNION009,2,2218.67,1109.335,818.67,1400.0,,,,2,2,0.02,1.11
TECH_SUPPORT,Assam,ESCALATED,UNION009,1,2600.0,2600.0,2600.0,2600.0,,,,1,1,0.03,2.6
LEGITIMATE,Telangana,ESCALATED,PNB006,1,14.97,14.97,14.97,14.97,,,,1,1,0.0,0.01
LEGITIMATE,Karnataka,ESCALATED,INDUS010,1,532.31,532.31,532.31,532.31,,,,1,1,0.01,0.53
KYC,Punjab,OPEN,SBI001,2,6393.63,3196.815,1393.63,5000.0,,,,2,2,0.06,3.2
LOTTERY,Karnataka,RESOLVED,ICICI003,2,7515.39,3757.695,2685.54,4829.85,47.5,28.0,67.0,2,2,0.08,3.76
EMERGENCY,Rajasthan,OPEN,KOTAK005,2,21092.41,10546.205,5530.35,15562.06,,,,2,2,0.21,10.55
TECH_SUPPORT,West Bengal,OPEN,BOB007,3,9023.3,3007.7666666666664,2300.0,4342.37,,,,3,3,0.09,3.01
KYC,Bihar,RESOLVED,KOTAK005,1,2100.0,2100.0,2100.0,2100.0,22.0,22.0,22.0,1,1,0.02,2.1
TECH_SUPPORT,Odisha,ESCALATED,ICICI003,2,7500.0,3750.0,1100.0,6400.0,,,,2,2,0.08,3.75
LOTTERY,Andhra Pradesh,OPEN,BOB007,1,9500.0,9500.0,9500.0,9500.0,,,,1,1,0.1,9.5
INVESTMENT,Uttar Pradesh,OPEN,CANARA008,2,22306.87,11153.435,5000.0,17306.87,,,,2,2,0.22,11.15
TECH_SUPPORT,Jharkhand,OPEN,PNB006,1,700.0,700.0,700.0,700.0,,,,1,1,0.01,0.7
LEGITIMATE,Uttar Pradesh,ESCALATED,CANARA008,1,3326.15,3326.15,3326.15,3326.15,,,,1,1,0.03,3.33
INVESTMENT,Andhra Pradesh,RESOLVED,UNION009,1,5000.0,5000.0,5000.0,5000.0,7.0,7.0,7.0,1,1,0.05,5.0
EMERGENCY,Uttar Pradesh,RESOLVED,CANARA008,1,5041.63,5041.63,5041.63,5041.63,9.0,9.0,9.0,1,1,0.05,5.04
TECH_SUPPORT,Kerala,RESOLVED,ICICI003,2,3506.13,1753.065,1545.18,1960.95,41.5,36.0,47.0,2,2,0.04,1.75
TECH_SUPPORT,Gujarat,OPEN,HDFC002,8,24379.42,3047.4275,1200.0,5900.0,,,,8,8,0.24,3.05
IMPERSONATION,Maharashtra,RESOLVED,INDUS010,5,39278.35,7855.67,2682.94,12100.0,32.6,12.0,46.0,5,5,0.39,7.86
LOTTERY,Telangana,OPEN,SBI001,7,53867.98,7695.425714285715,1330.83,17428.22,,,,7,7,0.54,7.7
KYC,Himachal Pradesh,OPEN,ICICI003,3,3313.38,1104.46,678.63,1855.77,,,,3,3,0.03,1.1
LEGITIMATE,Delhi,OPEN,CANARA008,3,9530.42,3176.806666666667,719.28,7404.09,,,,3,3,0.1,3.18
KYC,Bihar,ESCALATED,KOTAK005,1,2400.0,2400.0,2400.0,2400.0,,,,1,1,0.02,2.4
LEGITIMATE,Tripura,ESCALATED,KOTAK005,1,6198.76,6198.76,6198.76,6198.76,,,,1,1,0.06,6.2
JOB,Gujarat,RESOLVED,HDFC002,2,4179.15,2089.575,2079.15,2100.0,65.0,58.0,72.0,2,2,0.04,2.09
INVESTMENT,Haryana,OPEN,AXIS004,1,6354.44,6354.44,6354.44,6354.44,,,,1,1,0.06,6.35
TECH_SUPPORT,Maharashtra,OPEN,SBI001,4,13621.81,3405.4525,500.0,7200.0,,,,4,4,0.14,3.41
LOTTERY,Nagaland,OPEN,SBI001,2,7023.15,3511.575,1123.15,5900.0,,,,1,2,0.07,3.51
TECH_SUPPORT,Karnataka,RESOLVED,CANARA008,2,3900.0,1950.0,1400.0,2500.0,23.0,5.0,41.0,2,2,0.04,1.95
INVESTMENT,Gujarat,OPEN,KOTAK005,3,15000.0,5000.0,5000.0,5000.0,,,,3,3,0.15,5.0
LOTTERY,Telangana,RESOLVED,KOTAK005,4,16404.46,4101.115,1200.0,8826.31,40.75,26.0,51.0,4,4,0.16,4.1
IMPERSONATION,Delhi,OPEN,UNION009,2,34895.57,17447.785,6278.6,28616.97,,,,2,2,0.35,17.45
LOTTERY,Uttar Pradesh,OPEN,KOTAK005,6,57082.31,9513.718333333332,1200.0,25000.0,,,,6,6,0.57,9.51
JOB,Maharashtra,ESCALATED,SBI001,2,5446.21,2723.105,1202.43,4243.78,,,,2,2,0.05,2.72
JOB,Tamil Nadu,OPEN,BOB007,2,5567.01,2783.505,1200.0,4367.01,,,,2,2,0.06,2.78
IMPERSONATION,Maharashtra,OPEN,KOTAK005,7,47694.43000000001,6813.490000000001,2000.0,17800.0,,,,7,7,0.48,6.81
KYC,Uttarakhand,OPEN,INDUS010,1,1800.0,1800.0,1800.0,1800.0,,,,1,1,0.02,1.8
JOB,Odisha,ESCALATED,ICICI003,1,3600.0,3600.0,3600.0,3600.0,,,,1,1,0.04,3.6
KYC,Delhi,ESCALATED,PNB006,2,7192.19,3596.095,2500.0,4692.19,,,,2,2,0.07,3.6
LOTTERY,West Bengal,RESOLVED,ICICI003,3,23069.42,7689.806666666666,3969.42,10400.0,41.666666666666664,31.0,49.0,3,3,0.23,7.69
LOTTERY,Maharashtra,ESCALATED,UNION009,3,10119.16,3373.0533333333333,1000.0,5858.44,,,,3,3,0.1,3.37
