scam_type,complaint_status,bank_id,sender_state,complaint_count,avg_resolution_days,min_resolution_days,max_resolution_days,total_amount_involved,affected_users,linked_txns,amount_involved_lakhs,avg_loss_per_user
KYC,RESOLVED,INDUS010,Madhya Pradesh,1,35.0,35.0,35.0,2447.48,1,1,0.02,2447.0
LEGITIMATE,ESCALATED,UNION009,Tamil Nadu,1,,,,786.22,1,1,0.01,786.0
LEGITIMATE,ESCALATED,ICICI003,Maharashtra,2,,,,12749.109999999999,2,2,0.13,6375.0
LEGITIMATE,ESCALATED,KOTAK005,Maharashtra,1,,,,228.13,1,1,0.0,228.0
LEGITIMATE,RESOLVED,PNB006,Tamil Nadu,2,21.5,20.0,23.0,9709.0,2,2,0.1,4855.0
JOB,OPEN,UNION009,Tamil Nadu,2,,,,7742.4,2,2,0.08,3871.0
LEGITIMATE,ESCALATED,UNION009,Bihar,1,,,,6269.51,1,1,0.06,6270.0
KYC,RESOLVED,UNION009,Gujarat,4,28.25,4.0,67.0,7011.0199999999995,4,4,0.07,1753.0
LOTTERY,RESOLVED,ICICI003,Karnataka,2,47.5,28.0,67.0,7515.39,2,2,0.08,3758.0
IMPERSONATION,OPEN,UNION009,Maharashtra,4,,,,92813.12,4,4,0.93,23203.0
TECH_SUPPORT,ESCALATED,PNB006,Maharashtra,1,,,,10000.0,1,1,0.1,10000.0
INVESTMENT,RESOLVED,HDFC002,Rajasthan,1,19.0,19.0,19.0,90200.0,1,1,0.9,90200.0
EMERGENCY,RESOLVED,KOTAK005,Gujarat,1,48.0,48.0,48.0,29400.0,1,1,0.29,29400.0
JOB,OPEN,CANARA008,Gujarat,1,,,,1700.0,1,1,0.02,1700.0
JOB,ESCALATED,INDUS010,Gujarat,1,,,,3172.07,1,1,0.03,3172.0
LOTTERY,RESOLVED,BOB007,Kerala,1,84.0,84.0,84.0,1359.55,1,1,0.01,1360.0
LEGITIMATE,RESOLVED,HDFC002,Himachal Pradesh,1,29.0,29.0,29.0,256.59,1,1,0.0,257.0
TECH_SUPPORT,RESOLVED,HDFC002,Uttar Pradesh,1,61.0,61.0,61.0,3600.0,1,1,0.04,3600.0
LOTTERY,OPEN,KOTAK005,Kerala,2,,,,17946.739999999998,2,2,0.18,8973.0
KYC,RESOLVED,SBI001,Gujarat,2,37.5,34.0,41.0,3967.24,2,2,0.04,1984.0
JOB,OPEN,HDFC002,Jharkhand,1,,,,1827.57,1,1,0.02,1828.0
TECH_SUPPORT,OPEN,INDUS010,Bihar,1,,,,6687.66,1,1,0.07,6688.0
JOB,RESOLVED,AXIS004,Maharashtra,2,53.0,44.0,62.0,10300.0,2,2,0.1,5150.0
LEGITIMATE,OPEN,AXIS004,Telangana,1,,,,194.17,1,1,0.0,194.0
LEGITIMATE,RESOLVED,ICICI003,Gujarat,1,83.0,83.0,83.0,8230.6,1,1,0.08,8231.0
KYC,OPEN,BOB007,Kerala,2,,,,3628.98,2,2,0.04,1814.0
INVESTMENT,OPEN,INDUS010,Telangana,1,,,,8585.33,1,1,0.09,8585.0
TECH_SUPPORT,RESOLVED,INDUS010,Punjab,1,82.0,82.0,82.0,4518.79,1,1,0.05,4519.0
LOTTERY,ESCALATED,ICICI003,Himachal Pradesh,1,,,,5028.33,1,1,0.05,5028.0
TECH_SUPPORT,OPEN,AXIS004,Kerala,3,,,,7723.950000000001,3,3,0.08,2575.0
LOTTERY,OPEN,CANARA008,Odisha,1,,,,1788.18,1,1,0.02,1788.0
EMERGENCY,OPEN,CANARA008,Karnataka,1,,,,6933.31,1,1,0.07,6933.0
IMPERSONATION,ESCALATED,PNB006,Himachal Pradesh,1,,,,23677.93,1,1,0.24,23678.0
LOTTERY,OPEN,HDFC002,Bihar,2,,,,8200.0,2,2,0.08,4100.0
LOTTERY,ESCALATED,HDFC002,Uttarakhand,1,,,,2716.12,1,1,0.03,2716.0
EMERGENCY,OPEN,HDFC002,Assam,1,,,,18100.0,1,1,0.18,18100.0
JOB,RESOLVED,KOTAK005,Odisha,1,52.0,52.0,52.0,5240.17,1,1,0.05,5240.0
JOB,RESOLVED,UNION009,Tamil Nadu,1,55.0,55.0,55.0,1293.97,1,1,0.01,1294.0
IMPERSONATION,OPEN,INDUS010,Punjab,2,,,,15713.52,2,2,0.16,7857.0
KYC,ESCALATED,INDUS010,Gujarat,1,,,,2017.13,1,1,0.02,2017.0
LEGITIMATE,ESCALATED,PNB006,Gujarat,1,,,,25.92,1,1,0.0,26.0
EMERGENCY,RESOLVED,UNION009,Gujarat,1,32.0,32.0,32.0,7140.73,1,1,0.07,7141.0
JOB,ESCALATED,UNION009,Kerala,1,,,,1473.02,1,1,0.01,1473.0
JOB,OPEN,CANARA008,Haryana,1,,,,1442.22,1,1,0.01,1442.0
JOB,RESOLVED,UNION009,Karnataka,2,63.5,50.0,77.0,14948.93,2,2,0.15,7474.0
LOTTERY,OPEN,ICICI003,Gujarat,6,,,,41255.020000000004,6,6,0.41,6876.0
IMPERSONATION,ESCALATED,BOB007,Telangana,1,,,,9093.07,1,1,0.09,9093.0
TECH_SUPPORT,RESOLVED,ICICI003,Tamil Nadu,2,73.0,65.0,81.0,6734.72,2,2,0.07,3367.0
INVESTMENT,OPEN,KOTAK005,Haryana,1,,,,5000.0,1,1,0.05,5000.0
LOTTERY,OPEN,BOB007,Telangana,5,,,,30457.51,5,5,0.3,6092.0
IMPERSONATION,OPEN,HDFC002,Gujarat,9,,,,54911.130000000005,9,9,0.55,6101.0
JOB,ESCALATED,BOB007,Maharashtra,5,,,,11929.75,5,5,0.12,2386.0
JOB,OPEN,PNB006,Gujarat,4,,,,21112.63,4,4,0.21,5278.0
LOTTERY,OPEN,AXIS004,Uttarakhand,1,,,,6800.0,1,1,0.07,6800.0
KYC,ESCALATED,CANARA008,Gujarat,4,,,,7194.179999999999,4,4,0.07,1799.0
IMPERSONATION,OPEN,CANARA008,Bihar,2,,,,23087.4,2,2,0.23,11544.0
KYC,OPEN,BOB007,Gujarat,5,,,,7538.76,5,5,0.08,1508.0
KYC,OPEN,PNB006,Tamil Nadu,8,,,,12847.23,8,8,0.13,1606.0
IMPERSONATION,OPEN,AXIS004,Maharashtra,1,,,,2258.39,1,1,0.02,2258.0
LOTTERY,RESOLVED,UNION009,Rajasthan,6,32.833333333333336,13.0,66.0,48212.74,6,6,0.48,8035.0
LOTTERY,ESCALATED,SBI001,Bihar,2,,,,18121.02,2,2,0.18,9061.0
LEGITIMATE,RESOLVED,ICICI003,Delhi,1,26.0,26.0,26.0,5015.19,1,1,0.05,5015.0
KYC,RESOLVED,CANARA008,Delhi,5,48.8,10.0,83.0,12121.960000000001,5,5,0.12,2424.0
KYC,OPEN,INDUS010,Delhi,3,,,,9086.1,3,3,0.09,3029.0
KYC,RESOLVED,ICICI003,Karnataka,9,51.333333333333336,10.0,88.0,17315.949999999997,9,9,0.17,1924.0
KYC,ESCALATED,PNB006,Delhi,2,,,,7192.19,2,2,0.07,3596.0
KYC,OPEN,PNB006,Gujarat,6,,,,17040.91,6,6,0.17,2840.0
KYC,OPEN,PNB006,West Bengal,4,,,,16000.0,4,4,0.16,4000.0
IMPERSONATION,ESCALATED,KOTAK005,Tamil Nadu,3,,,,28307.36,3,3,0.28,9436.0
KYC,RESOLVED,PNB006,Uttar Pradesh,2,65.5,63.0,68.0,4868.01,2,2,0.05,2434.0
KYC,RESOLVED,HDFC002,Andhra Pradesh,3,52.0,22.0,69.0,11529.77,3,3,0.12,3843.0
IMPERSONATION,OPEN,HDFC002,Maharashtra,5,,,,115756.64,5,5,1.16,23151.0
LEGITIMATE,RESOLVED,PNB006,Maharashtra,3,68.0,61.0,78.0,14894.579999999998,3,3,0.15,4965.0
LOTTERY,RESOLVED,KOTAK005,Rajasthan,3,37.0,4.0,86.0,11839.55,3,3,0.12,3947.0
TECH_SUPPORT,OPEN,CANARA008,Rajasthan,1,,,,6300.0,1,1,0.06,6300.0
LOTTERY,OPEN,KOTAK005,Andhra Pradesh,1,,,,6007.36,1,1,0.06,6007.0
KYC,ESCALATED,HDFC002,Rajasthan,2,,,,2161.52,2,2,0.02,1081.0
IMPERSONATION,OPEN,SBI001,Andhra Pradesh,3,,,,30688.65,3,3,0.31,10230.0
TECH_SUPPORT,OPEN,PNB006,Odisha,1,,,,790.18,1,1,0.01,790.0
KYC,RESOLVED,UNION009,West Bengal,2,40.5,6.0,75.0,5062.1,2,2,0.05,2531.0
JOB,OPEN,HDFC002,Delhi,2,,,,4340.12,2,2,0.04,2170.0
JOB,OPEN,UNION009,Manipur,1,,,,4900.0,1,1,0.05,4900.0
KYC,OPEN,SBI001,Punjab,2,,,,6393.63,2,2,0.06,3197.0
KYC,OPEN,INDUS010,Haryana,2,,,,3200.0,2,2,0.03,1600.0
LOTTERY,ESCALATED,AXIS004,Delhi,2,,,,12974.86,2,2,0.13,6487.0
LEGITIMATE,OPEN,BOB007,Maharashtra,5,,,,66582.46999999999,5,5,0.67,13316.0
KYC,OPEN,HDFC002,Maharashtra,11,,,,23579.16,11,11,0.24,2144.0
LOTTERY,OPEN,HDFC002,Tamil Nadu,5,,,,33527.229999999996,5,5,0.34,6705.0
LEGITIMATE,OPEN,ICICI003,Tamil Nadu,1,,,,462.99,1,1,0.0,463.0
TECH_SUPPORT,ESCALATED,SBI001,Nagaland,2,,,,3233.12,2,2,0.03,1617.0
TECH_SUPPORT,ESCALATED,UNION009,Bihar,1,,,,7018.68,1,1,0.07,7019.0
LOTTERY,OPEN,AXIS004,Assam,3,,,,31064.27,3,3,0.31,10355.0
INVESTMENT,RESOLVED,BOB007,Delhi,2,58.5,44.0,73.0,10400.0,2,2,0.1,5200.0
LOTTERY,ESCALATED,CANARA008,Delhi,2,,,,2803.79,2,2,0.03,1402.0
KYC,OPEN,SBI001,Chhattisgarh,1,,,,5000.0,1,1,0.05,5000.0
EMERGENCY,ESCALATED,INDUS010,Madhya Pradesh,1,,,,20800.0,1,1,0.21,20800.0
JOB,OPEN,CANARA008,Maharashtra,3,,,,12300.0,3,3,0.12,4100.0
LOTTERY,ESCALATED,ICICI003,Karnataka,2,,,,23350.82,2,2,0.23,11675.0
KYC,ESCALATED,INDUS010,Tamil Nadu,1,,,,800.0,1,1,0.01,800.0
KYC,ESCALATED,CANARA008,Nagaland,1,,,,1000.0,1,1,0.01,1000.0
KYC,RESOLVED,AXIS004,Tamil Nadu,1,59.0,59.0,59.0,2887.44,1,1,0.03,2887.0
IMPERSONATION,RESOLVED,INDUS010,Maharashtra,5,32.6,12.0,46.0,39278.35,5,5,0.39,7856.0
TECH_SUPPORT,ESCALATED,KOTAK005,Tamil Nadu,1,,,,2320.39,1,1,0.02,2320.0
KYC,OPEN,PNB006,Jharkhand,1,,,,900.0,1,1,0.01,900.0
KYC,OPEN,PNB006,Rajasthan,4,,,,7010.78,4,4,0.07,1753.0
KYC,OPEN,AXIS004,Uttarakhand,1,,,,677.35,1,1,0.01,677.0
LOTTERY,RESOLVED,HDFC002,Madhya Pradesh,2,32.0,25.0,39.0,7800.0,2,2,0.08,3900.0
IMPERSONATION,ESCALATED,UNION009,Maharashtra,3,,,,12174.49,3,3,0.12,4058.0
JOB,ESCALATED,UNION009,Uttarakhand,1,,,,1417.63,1,1,0.01,1418.0
KYC,RESOLVED,UNION009,Delhi,2,37.5,11.0,64.0,2593.17,2,2,0.03,1297.0
KYC,OPEN,BOB007,Maharashtra,4,,,,6789.45,4,4,0.07,1697.0
JOB,OPEN,SBI001,Uttar Pradesh,1,,,,6627.07,1,1,0.07,6627.0
IMPERSONATION,ESCALATED,CANARA008,Odisha,2,,,,16922.47,2,2,0.17,8461.0
JOB,ESCALATED,INDUS010,Haryana,1,,,,3676.96,1,1,0.04,3677.0
JOB,OPEN,UNION009,Delhi,1,,,,3027.65,1,1,0.03,3028.0
KYC,OPEN,CANARA008,West Bengal,3,,,,5600.0,3,3,0.06,1867.0
IMPERSONATION,OPEN,KOTAK005,Gujarat,2,,,,37200.0,2,2,0.37,18600.0
IMPERSONATION,OPEN,BOB007,Uttar Pradesh,1,,,,17500.0,1,1,0.18,17500.0
EMERGENCY,OPEN,UNION009,Tamil Nadu,2,,,,10085.279999999999,2,2,0.1,5043.0
KYC,RESOLVED,INDUS010,Uttar Pradesh,2,35.5,26.0,45.0,3300.0,2,2,0.03,1650.0
INVESTMENT,OPEN,SBI001,West Bengal,3,,,,38589.39,3,3,0.39,12863.0
TECH_SUPPORT,OPEN,AXIS004,Karnataka,4,,,,11737.240000000002,4,4,0.12,2934.0
KYC,RESOLVED,HDFC002,Punjab,1,9.0,9.0,9.0,4096.96,1,1,0.04,4097.0
TECH_SUPPORT,RESOLVED,ICICI003,Haryana,1,81.0,81.0,81.0,1400.0,1,1,0.01,1400.0
TECH_SUPPORT,RESOLVED,SBI001,Uttar Pradesh,2,50.0,15.0,85.0,3204.49,2,2,0.03,1602.0
KYC,OPEN,SBI001,Arunachal Pradesh,1,,,,4671.67,1,1,0.05,4672.0
IMPERSONATION,ESCALATED,INDUS010,Andhra Pradesh,1,,,,37300.0,1,1,0.37,37300.0
JOB,ESCALATED,CANARA008,Maharashtra,1,,,,8000.0,1,1,0.08,8000.0
LOTTERY,RESOLVED,INDUS010,Madhya Pradesh,1,48.0,48.0,48.0,5015.99,1,1,0.05,5016.0
JOB,ESCALATED,PNB006,West Bengal,1,,,,2400.0,1,1,0.02,2400.0
KYC,OPEN,ICICI003,Andhra Pradesh,1,,,,1300.0,1,1,0.01,1300.0
LOTTERY,ESCALATED,UNION009,Rajasthan,2,,,,12785.69,2,2,0.13,6393.0
EMERGENCY,RESOLVED,KOTAK005,Karnataka,1,68.0,68.0,68.0,5200.0,1,1,0.05,5200.0
LOTTERY,OPEN,PNB006,Haryana,1,,,,5500.0,1,1,0.06,5500.0
LEGITIMATE,ESCALATED,UNION009,Telangana,1,,,,1277.47,1,1,0.01,1277.0
INVESTMENT,ESCALATED,CANARA008,West Bengal,1,,,,5000.0,1,1,0.05,5000.0
KYC,ESCALATED,INDUS010,Karnataka,1,,,,5000.0,1,1,0.05,5000.0
INVESTMENT,OPEN,UNION009,Delhi,2,,,,12389.64,2,2,0.12,6195.0
TECH_SUPPORT,ESCALATED,ICICI003,Delhi,1,,,,3032.73,1,1,0.03,3033.0
TECH_SUPPORT,ESCALATED,HDFC002,Karnataka,2,,,,2064.21,2,2,0.02,1032.0
IMPERSONATION,RESOLVED,HDFC002,Telangana,1,46.0,46.0,46.0,13900.0,1,1,0.14,13900.0
IMPERSONATION,OPEN,UNION009,Delhi,2,,,,34895.57,2,2,0.35,17448.0
LEGITIMATE,ESCALATED,CANARA008,Madhya Pradesh,1,,,,369.8,1,1,0.0,370.0
TECH_SUPPORT,ESCALATED,PNB006,Tamil Nadu,5,,,,24263.96,5,5,0.24,4853.0
JOB,RESOLVED,PNB006,Odisha,1,52.0,52.0,52.0,2106.66,1,1,0.02,2107.0
KYC,ESCALATED,KOTAK005,Telangana,1,,,,2800.0,1,1,0.03,2800.0
KYC,ESCALATED,BOB007,Manipur,1,,,,1600.0,1,1,0.02,1600.0
KYC,ESCALATED,BOB007,West Bengal,2,,,,7946.0599999999995,2,2,0.08,3973.0
LEGITIMATE,ESCALATED,HDFC002,Tamil Nadu,2,,,,5722.6900000000005,2,2,0.06,2861.0
IMPERSONATION,OPEN,UNION009,Jharkhand,1,,,,6700.0,1,1,0.07,6700.0
KYC,OPEN,HDFC002,Punjab,3,,,,7786.1900000000005,3,3,0.08,2595.0
JOB,ESCALATED,ICICI003,Delhi,1,,,,3900.0,1,1,0.04,3900.0
JOB,OPEN,KOTAK005,Haryana,1,,,,2321.48,1,1,0.02,2321.0
JOB,RESOLVED,CANARA008,Jharkhand,1,43.0,43.0,43.0,5000.0,1,1,0.05,5000.0
KYC,RESOLVED,UNION009,Tamil Nadu,3,44.0,27.0,61.0,7945.07,3,3,0.08,2648.0
LOTTERY,RESOLVED,BOB007,Telangana,2,37.5,3.0,72.0,6756.0599999999995,2,2,0.07,3378.0
TECH_SUPPORT,OPEN,UNION009,Uttar Pradesh,4,,,,13130.33,4,4,0.13,3283.0
LEGITIMATE,RESOLVED,CANARA008,Tamil Nadu,1,82.0,82.0,82.0,397.96,1,1,0.0,398.0
KYC,OPEN,ICICI003,Uttar Pradesh,8,,,,13392.619999999999,8,8,0.13,1674.0
KYC,RESOLVED,PNB006,Karnataka,7,24.857142857142858,7.0,65.0,15475.3,7,7,0.15,2211.0
INVESTMENT,OPEN,UNION009,Maharashtra,3,,,,15000.0,3,3,0.15,5000.0
INVESTMENT,OPEN,CANARA008,Gujarat,1,,,,71169.93,1,1,0.71,71170.0
KYC,RESOLVED,KOTAK005,Tamil Nadu,4,27.5,4.0,61.0,4722.450000000001,4,4,0.05,1181.0
JOB,OPEN,SBI001,Tamil Nadu,3,,,,7835.410000000001,3,3,0.08,2612.0
LEGITIMATE,OPEN,INDUS010,Uttarakhand,2,,,,920.1400000000001,2,2,0.01,460.0
LOTTERY,RESOLVED,INDUS010,Kerala,1,49.0,49.0,49.0,1000.0,1,1,0.01,1000.0
LEGITIMATE,ESCALATED,PNB006,Chhattisgarh,1,,,,616.78,1,1,0.01,617.0
JOB,RESOLVED,ICICI003,Delhi,2,47.0,14.0,80.0,10887.36,2,2,0.11,5444.0
JOB,OPEN,HDFC002,Nagaland,1,,,,1062.27,1,1,0.01,1062.0
LEGITIMATE,OPEN,INDUS010,Delhi,2,,,,490.86,2,2,0.0,245.0
INVESTMENT,OPEN,KOTAK005,Tamil Nadu,1,,,,5967.44,1,1,0.06,5967.0
IMPERSONATION,RESOLVED,HDFC002,Delhi,1,65.0,65.0,65.0,12941.56,1,1,0.13,12942.0
JOB,OPEN,ICICI003,Punjab,1,,,,3200.0,1,1,0.03,3200.0
JOB,ESCALATED,HDFC002,Uttar Pradesh,1,,,,2281.07,1,1,0.02,2281.0
INVESTMENT,OPEN,PNB006,Tamil Nadu,1,,,,10793.52,1,1,0.11,10794.0
KYC,RESOLVED,BOB007,Jharkhand,1,10.0,10.0,10.0,2540.39,1,1,0.03,2540.0
TECH_SUPPORT,OPEN,INDUS010,Telangana,3,,,,11811.35,3,3,0.12,3937.0
IMPERSONATION,OPEN,INDUS010,Rajasthan,1,,,,5867.08,1,1,0.06,5867.0
LOTTERY,OPEN,ICICI003,Tripura,1,,,,6125.35,1,1,0.06,6125.0
IMPERSONATION,OPEN,BOB007,Tamil Nadu,1,,,,6933.05,1,1,0.07,6933.0
KYC,RESOLVED,SBI001,Uttarakhand,1,65.0,65.0,65.0,2271.11,1,1,0.02,2271.0
LEGITIMATE,ESCALATED,BOB007,Karnataka,1,,,,13671.09,1,1,0.14,13671.0
LEGITIMATE,OPEN,CANARA008,Kerala,2,,,,17231.300000000003,2,2,0.17,8616.0
TECH_SUPPORT,OPEN,SBI001,Rajasthan,2,,,,3365.62,2,2,0.03,1683.0
KYC,OPEN,INDUS010,Assam,1,,,,924.14,1,1,0.01,924.0
EMERGENCY,RESOLVED,BOB007,Uttar Pradesh,1,42.0,42.0,42.0,20242.84,1,1,0.2,20243.0
TECH_SUPPORT,OPEN,HDFC002,Kerala,1,,,,1420.11,1,1,0.01,1420.0
IMPERSONATION,OPEN,ICICI003,Himachal Pradesh,2,,,,61652.26,2,2,0.62,30826.0
JOB,ESCALATED,ICICI003,Odisha,1,,,,3600.0,1,1,0.04,3600.0
KYC,OPEN,KOTAK005,Madhya Pradesh,1,,,,4764.35,1,1,0.05,4764.0
TECH_SUPPORT,ESCALATED,UNION009,Gujarat,1,,,,6500.0,1,1,0.07,6500.0
LEGITIMATE,RESOLVED,ICICI003,Telangana,1,58.0,58.0,58.0,15170.27,1,1,0.15,15170.0
EMERGENCY,RESOLVED,UNION009,Karnataka,1,74.0,74.0,74.0,11809.87,1,1,0.12,11810.0
IMPERSONATION,RESOLVED,AXIS004,Rajasthan,2,14.5,4.0,25.0,14997.029999999999,2,2,0.15,7499.0
IMPERSONATION,OPEN,HDFC002,Karnataka,1,,,,6852.49,1,1,0.07,6852.0
TECH_SUPPORT,OPEN,UNION009,Madhya Pradesh,2,,,,13401.560000000001,2,2,0.13,6701.0
IMPERSONATION,RESOLVED,INDUS010,Gujarat,1,79.0,79.0,79.0,13438.46,1,1,0.13,13438.0
EMERGENCY,RESOLVED,HDFC002,Maharashtra,1,33.0,33.0,33.0,2520.14,1,1,0.03,2520.0
TECH_SUPPORT,ESCALATED,UNION009,Telangana,2,,,,7614.139999999999,2,2,0.08,3807.0
EMERGENCY,RESOLVED,CANARA008,Himachal Pradesh,1,85.0,85.0,85.0,13300.0,1,1,0.13,13300.0
INVESTMENT,ESCALATED,ICICI003,Uttar Pradesh,1,,,,21000.0,1,1,0.21,21000.0
INVESTMENT,RESOLVED,INDUS010,Maharashtra,1,83.0,83.0,83.0,5000.0,1,1,0.05,5000.0
KYC,OPEN,AXIS004,Punjab,2,,,,1300.0,2,2,0.01,650.0
IMPERSONATION,OPEN,UNION009,Telangana,1,,,,4491.86,1,1,0.04,4492.0
KYC,RESOLVED,KOTAK005,Uttarakhand,1,87.0,87.0,87.0,1700.0,1,1,0.02,1700.0
IMPERSONATION,ESCALATED,PNB006,Rajasthan,2,,,,17499.53,2,2,0.17,8750.0
LOTTERY,ESCALATED,BOB007,Tamil Nadu,1,,,,3500.0,1,1,0.04,3500.0
KYC,OPEN,HDFC002,Jharkhand,1,,,,3916.21,1,1,0.04,3916.0
EMERGENCY,OPEN,AXIS004,Maharashtra,1,,,,10643.49,1,1,0.11,10643.0
LEGITIMATE,RESOLVED,CANARA008,West Bengal,1,86.0,86.0,86.0,1523.72,1,1,0.02,1524.0
KYC,OPEN,HDFC002,Haryana,1,,,,1100.0,1,1,0.01,1100.0
INVESTMENT,RESOLVED,UNION009,Assam,1,11.0,11.0,11.0,79342.33,1,1,0.79,79342.0
JOB,OPEN,PNB006,Rajasthan,1,,,,1725.54,1,1,0.02,1726.0
JOB,RESOLVED,PNB006,Assam,1,41.0,41.0,41.0,1972.76,1,1,0.02,1973.0
LEGITIMATE,ESCALATED,CANARA008,Odisha,1,,,,513.44,1,1,0.01,513.0
KYC,RESOLVED,AXIS004,Karnataka,1,73.0,73.0,73.0,1400.0,1,1,0.01,1400.0
LEGITIMATE,OPEN,SBI001,Madhya Pradesh,1,,,,375.21,1,1,0.0,375.0
TECH_SUPPORT,OPEN,PNB006,Delhi,4,,,,10799.64,4,4,0.11,2700.0
LEGITIMATE,OPEN,CANARA008,Telangana,5,,,,5909.99,5,5,0.06,1182.0
INVESTMENT,OPEN,HDFC002,Karnataka,1,,,,44785.61,1,1,0.45,44786.0
TECH_SUPPORT,RESOLVED,UNION009,Rajasthan,4,40.5,12.0,74.0,11900.0,4,4,0.12,2975.0
KYC,OPEN,HDFC002,Odisha,2,,,,5900.0,2,2,0.06,2950.0
TECH_SUPPORT,OPEN,SBI001,Tamil Nadu,2,,,,1837.76,2,2,0.02,919.0
KYC,RESOLVED,KOTAK005,Madhya Pradesh,2,27.0,16.0,38.0,3600.0,2,2,0.04,1800.0
KYC,OPEN,UNION009,Jharkhand,4,,,,9484.92,4,4,0.09,2371.0
TECH_SUPPORT,OPEN,ICICI003,Rajasthan,2,,,,3495.5299999999997,2,2,0.03,1748.0
KYC,OPEN,INDUS010,Bihar,3,,,,6172.41,3,3,0.06,2057.0
LOTTERY,RESOLVED,ICICI003,Tamil Nadu,2,70.0,55.0,85.0,14415.33,2,2,0.14,7208.0
KYC,ESCALATED,HDFC002,Telangana,5,,,,9038.76,5,5,0.09,1808.0
KYC,OPEN,UNION009,Uttar Pradesh,5,,,,12922.669999999998,5,5,0.13,2585.0
EMERGENCY,RESOLVED,ICICI003,Maharashtra,1,28.0,28.0,28.0,11800.0,1,1,0.12,11800.0
IMPERSONATION,ESCALATED,BOB007,Gujarat,2,,,,9700.0,2,2,0.1,4850.0
LEGITIMATE,ESCALATED,PNB006,Tamil Nadu,1,,,,5671.37,1,1,0.06,5671.0
TECH_SUPPORT,RESOLVED,INDUS010,Andhra Pradesh,2,40.5,32.0,49.0,5500.0,2,2,0.06,2750.0
KYC,OPEN,UNION009,Maharashtra,9,,,,27733.52,9,9,0.28,3082.0
LOTTERY,OPEN,CANARA008,Madhya Pradesh,3,,,,12469.15,3,3,0.12,4156.0
IMPERSONATION,ESCALATED,ICICI003,Odisha,2,,,,8155.39,2,2,0.08,4078.0
TECH_SUPPORT,OPEN,HDFC002,Rajasthan,4,,,,18205.8,4,4,0.18,4551.0
LEGITIMATE,RESOLVED,AXIS004,Delhi,1,21.0,21.0,21.0,3609.9,1,1,0.04,3610.0
KYC,OPEN,KOTAK005,Kerala,3,,,,5235.5,3,3,0.05,1745.0
LOTTERY,ESCALATED,AXIS004,Gujarat,3,,,,6557.6,3,3,0.07,2186.0
LEGITIMATE,ESCALATED,INDUS010,Mizoram,1,,,,648.96,1,1,0.01,649.0
LEGITIMATE,OPEN,CANARA008,Punjab,1,,,,506.4,1,1,0.01,506.0
TECH_SUPPORT,OPEN,KOTAK005,Jharkhand,2,,,,4001.3,2,2,0.04,2001.0
LEGITIMATE,RESOLVED,ICICI003,Tamil Nadu,2,42.0,17.0,67.0,3736.68,2,2,0.04,1868.0
TECH_SUPPORT,RESOLVED,UNION009,Gujarat,1,18.0,18.0,18.0,2641.41,1,1,0.03,2641.0
LOTTERY,RESOLVED,KOTAK005,Maharashtra,5,36.0,16.0,52.0,31964.27,5,5,0.32,6393.0
LOTTERY,OPEN,KOTAK005,Uttar Pradesh,6,,,,57082.31,6,6,0.57,9514.0
LOTTERY,ESCALATED,CANARA008,Andhra Pradesh,1,,,,11079.67,1,1,0.11,11080.0
LEGITIMATE,RESOLVED,ICICI003,West Bengal,3,60.0,55.0,66.0,5096.450000000001,3,3,0.05,1699.0
IMPERSONATION,ESCALATED,UNION009,Tamil Nadu,1,,,,2000.0,1,1,0.02,2000.0
KYC,OPEN,ICICI003,Kerala,2,,,,3530.94,2,2,0.04,1765.0
KYC,OPEN,INDUS010,Odisha,3,,,,2215.88,3,3,0.02,739.0
KYC,OPEN,UNION009,Chhattisgarh,1,,,,500.0,1,1,0.01,500.0
LOTTERY,OPEN,CANARA008,West Bengal,3,,,,20915.09,3,3,0.21,6972.0
KYC,OPEN,AXIS004,Andhra Pradesh,4,,,,8768.07,4,4,0.09,2192.0
KYC,RESOLVED,HDFC002,Telangana,3,30.333333333333332,25.0,33.0,5390.0599999999995,3,3,0.05,1797.0
IMPERSONATION,OPEN,UNION009,Uttar Pradesh,4,,,,28138.67,4,4,0.28,7035.0
KYC,RESOLVED,CANARA008,Maharashtra,4,55.0,32.0,85.0,6834.43,4,4,0.07,1709.0
INVESTMENT,OPEN,KOTAK005,Goa,1,,,,5000.0,1,1,0.05,5000.0
JOB,OPEN,HDFC002,Telangana,4,,,,22468.75,4,4,0.22,5617.0
INVESTMENT,ESCALATED,PNB006,Andhra Pradesh,2,,,,78213.13,2,2,0.78,39107.0
JOB,RESOLVED,AXIS004,Uttar Pradesh,2,67.0,54.0,80.0,7355.9400000000005,2,2,0.07,3678.0
EMERGENCY,RESOLVED,BOB007,Telangana,1,74.0,74.0,74.0,6555.06,1,1,0.07,6555.0
IMPERSONATION,OPEN,AXIS004,Tamil Nadu,2,,,,7787.24,2,2,0.08,3894.0
IMPERSONATION,RESOLVED,AXIS004,Haryana,2,53.5,53.0,54.0,13589.61,2,2,0.14,6795.0
KYC,ESCALATED,PNB006,Gujarat,2,,,,4200.0,2,2,0.04,2100.0
LEGITIMATE,OPEN,ICICI003,West Bengal,2,,,,432.75,2,2,0.0,216.0
IMPERSONATION,RESOLVED,SBI001,Andhra Pradesh,1,42.0,42.0,42.0,13413.94,1,1,0.13,13414.0
